test	taille	tri	tableau	exectime	memory
123	28993		triPartiel	0.00 1176
123	28993		croissant	0.00 1220
123	28993		decroissant	0.00 1200
123	28993		triPartiel	0.00 1188
124	9926		croissant	0.00 1184
124	9926		decroissant	0.00 1248
124	9926		triPartiel	0.00 1216
124	9926		croissant	0.00 1212
124	9926		decroissant	0.00 1228
124	9926		triPartiel	0.00 1224
125	11923		croissant	0.00 1184
125	11923		decroissant	0.00 1248
125	11923		triPartiel	0.00 1180
125	11923		croissant	0.00 1200
125	11923		decroissant	0.00 1220
125	11923		triPartiel	0.00 1212
126	31036		croissant	0.00 1172
126	31036		decroissant	0.00 1248
126	31036		triPartiel	0.00 1172
126	31036		croissant	0.00 1196
126	31036		decroissant	0.00 1196
126	31036		triPartiel	0.00 1164
127	7313		croissant	0.00 1180
127	7313		decroissant	0.00 1160
127	7313		triPartiel	0.00 1228
127	7313		croissant	0.00 1216
127	7313		decroissant	0.00 1180
127	7313		triPartiel	0.00 1208
128	17733		croissant	0.00 1192
128	17733		decroissant	0.00 1192
128	17733		triPartiel	0.00 1160
128	17733		croissant	0.00 1252
128	17733		decroissant	0.00 1176
128	17733		triPartiel	0.00 1212
129	31139		croissant	0.00 1204
129	31139		decroissant	0.00 1256
129	31139		triPartiel	0.00 1208
129	31139		croissant	0.00 1180
129	31139		decroissant	0.00 1168
129	31139		triPartiel	0.00 1168
130	28147		croissant	0.00 1192
130	28147		decroissant	0.00 1248
130	28147		triPartiel	0.00 1180
130	28147		croissant	0.00 1204
130	28147		decroissant	0.00 1188
130	28147		triPartiel	0.00 1248
131	5721		croissant	0.00 1212
131	5721		decroissant	0.00 1248
131	5721		triPartiel	0.00 1204
131	5721		croissant	0.00 1160
131	5721		decroissant	0.00 1252
131	5721		triPartiel	0.00 1192
132	31588		croissant	0.00 1180
132	31588		decroissant	0.00 1180
132	31588		triPartiel	0.00 1248
132	31588		croissant	0.00 1192
132	31588		decroissant	0.00 1256
132	31588		triPartiel	0.00 1248
133	8548		croissant	0.00 1216
133	8548		decroissant	0.00 1248
133	8548		triPartiel	0.00 1172
133	8548		croissant	0.00 1196
133	8548		decroissant	0.00 1252
133	8548		triPartiel	0.00 1220
134	26101		croissant	0.00 1172
134	26101		decroissant	0.00 1228
134	26101		triPartiel	0.00 1204
134	26101		croissant	0.00 1220
134	26101		decroissant	0.00 1192
134	26101		triPartiel	0.00 1192
135	1738		croissant	0.00 1164
